Question;target
Premise 1: It is not the case that (not O and W). Premise 2: It is not the case that W. Premise 3: It is not the case that W. Premise 4: If not O then not W. Conclusion : It is not the case that not A.;0
Premise 1: Not (A or Q) and Q. Premise 2: Either A or not H. Premise 3: It is not the case that not H. Premise 4: H. Conclusion : A.;1
Premise 1: (not F implies not O) and (F or not W). Premise 2: Either F or F. Premise 3: Not F if and only if (F or (O or J)). Premise 4: O and W. Conclusion : If (not W and not W) then F.;1
Premise 1: Either not P or P. Premise 2: V and ((P or V) and V). Premise 3: If J then J. Premise 4: J and (J iff (not J iff V)). Conclusion : It is not the case that not (V and P).;1
Premise 1: I. Premise 2: If not (R implies not I) then I. Premise 3: Either (not B implies R) or (B implies not R). Premise 4: It is not the case that X. Conclusion : Either X or B.;0
Premise 1: It is not the case that not (Q iff not C). Premise 2: If W then not C. Premise 3: Either not W or K. Premise 4: If not (W or Q) then not K. Conclusion : It is not the case that (not K implies (W and not C)).;0
Premise 1: It is not the case that (not U implies U). Premise 2: If Q then (H implies not H). Premise 3: It is not the case that Q. Premise 4: Either U or E. Conclusion : If (E implies H) then (E and E).;1
Premise 1: It is not the case that F. Premise 2: Either not S or U. Premise 3: Not not S and (not S or S). Premise 4: F. Conclusion : It is not the case that U.;1
Premise 1: Not B and not N. Premise 2: It is not the case that J. Premise 3: It is not the case that J. Premise 4: J if and only if not U. Conclusion : Not U and not U.;0
Premise 1: G. Premise 2: If N then (W or G). Premise 3: N if and only if (W and B). Premise 4: If not (N implies not N) then B. Conclusion : Either N or not W.;0
Premise 1: It is not the case that S. Premise 2: It is not the case that S. Premise 3: J and (D implies U). Premise 4: If D then U. Conclusion : It is not the case that (J implies not U).;0
Premise 1: It is not the case that E. Premise 2: Either not E or not K. Premise 3: Either (W or S) or not S. Premise 4: Not K and S. Conclusion : It is not the case that S.;0
Premise 1: (N and not H) and H. Premise 2: Not D and not N. Premise 3: Not N and D. Premise 4: H if and only if not N. Conclusion : (D and not D) if and only if not N.;1
Premise 1: Either (L iff L) or not L. Premise 2: Either Q or not L. Premise 3: W. Premise 4: W and not Q. Conclusion : Not L and (F and W).;0
Premise 1: If B then ((I implies Y) and B). Premise 2: If I then (not B implies not B). Premise 3: It is not the case that B. Premise 4: It is not the case that B. Conclusion : It is not the case that (Y or Y).;0
Premise 1: It is not the case that (C and (not O and W)). Premise 2: Not W and (C iff C). Premise 3: It is not the case that (not O implies O). Premise 4: C and not O. Conclusion : Either C or (C and not C).;1
Premise 1: It is not the case that R. Premise 2: It is not the case that ((A iff R) and not R). Premise 3: (not X or R) and not not A. Premise 4: If (A implies K) then (R and A). Conclusion : Either ((R and A) and K) or X.;0
Premise 1: (not V and (P or V)) and L. Premise 2: Either P or ((L and not V) and not V). Premise 3: (not V and P) and (V and not D). Premise 4: If not not D then L. Conclusion : It is not the case that P.;1
Premise 1: Either not N or N. Premise 2: It is not the case that Y. Premise 3: Either I or (A and (not Y and I)). Premise 4: Either I or (Y or Y). Conclusion : Not N and I.;0
Premise 1: L. Premise 2: It is not the case that L. Premise 3: Either not N or X. Premise 4: X and not L. Conclusion : Either not L or (B and not B).;1
Premise 1: It is not the case that N. Premise 2: ((V implies not N) implies not J) and N. Premise 3: N and (not V and not D). Premise 4: Either (not J or D) or (D implies not D). Conclusion : It is not the case that D.;1
Premise 1: Either C or O. Premise 2: It is not the case that ((V and V) and not G). Premise 3: Either (not G and C) or not V. Premise 4: If not not V then G. Conclusion : C and (not V or O).;0
Premise 1: If not D then G. Premise 2: U. Premise 3: Either (G implies not O) or U. Premise 4: It is not the case that (G or G). Conclusion : G.;0
Premise 1: D. Premise 2: Either (not not X and X) or S. Premise 3: It is not the case that not G. Premise 4: ((X implies G) or G) if and only if not X. Conclusion : Not G and (G and not not S).;0
Premise 1: O and (B or K). Premise 2: Not T and T. Premise 3: (T implies not B) and (not B implies not T). Premise 4: O. Conclusion : Either (K implies not not O) or K.;1
Premise 1: It is not the case that (S iff U). Premise 2: S if and only if (S or I). Premise 3: S. Premise 4: B if and only if (not B implies (not U implies not U)). Conclusion : U.;0
Premise 1: Not P if and only if (not P and K). Premise 2: It is not the case that not P. Premise 3: Either (not C and not not K) or not C. Premise 4: Either C or K. Conclusion : Either (P or V) or (V implies not K).;1
Premise 1: H and (X and X). Premise 2: (N or not F) if and only if F. Premise 3: It is not the case that (not N and X). Premise 4: If (F and not not N) then X. Conclusion : If N then not F.;0
Premise 1: If (K or X) then (R or X). Premise 2: It is not the case that R. Premise 3: If R then K. Premise 4: It is not the case that (E or K). Conclusion : E.;0
Premise 1: If ((not G implies Q) implies not Y) then Y. Premise 2: If E then not Y. Premise 3: Either G or (not Q and (Y implies G)). Premise 4: E. Conclusion : Either (not G implies not G) or not Q.;1
Premise 1: K. Premise 2: Either F or K. Premise 3: V. Premise 4: Either F or K. Conclusion : If (V implies V) then not K.;0
Premise 1: It is not the case that ((not I and V) implies not C). Premise 2: It is not the case that not C. Premise 3: If (P implies (not C iff not I)) then P. Premise 4: If (P or I) then not I. Conclusion : (C or C) if and only if (I and I).;0
Premise 1: Either T or (J and J). Premise 2: It is not the case that D. Premise 3: Not R and (D implies T). Premise 4: It is not the case that D. Conclusion : Not R if and only if not J.;0
Premise 1: B. Premise 2: Either T or not T. Premise 3: H. Premise 4: Either (R or B) or (H or T). Conclusion : B and (R or not B).;0
Premise 1: If (D and S) then not D. Premise 2: Either not not L or D. Premise 3: S and (S and not L). Premise 4: It is not the case that S. Conclusion : It is not the case that L.;1
Premise 1: D. Premise 2: If not X then S. Premise 3: If not D then I. Premise 4: If (S and D) then (not I or not S). Conclusion : Either X or (S implies not D).;0
Premise 1: (T implies (not A implies not Q)) and J. Premise 2: It is not the case that (Q implies (not A and Q)). Premise 3: (not A and not T) and (not T implies T). Premise 4: (A implies (J implies T)) if and only if A. Conclusion : If not J then J.;1
Premise 1: R if and only if not T. Premise 2: If not J then T. Premise 3: Either (R implies not J) or not C. Premise 4: Not T and C. Conclusion : R.;1
Premise 1: (Y iff A) and G. Premise 2: It is not the case that (A or not G). Premise 3: It is not the case that A. Premise 4: A. Conclusion : Either A or Y.;1
Premise 1: If Y then not Y. Premise 2: (J and not R) if and only if Y. Premise 3: It is not the case that F. Premise 4: Either (not F and not Y) or not R. Conclusion : It is not the case that (Y and R).;1
Premise 1: Y and not A. Premise 2: Not A if and only if (N and J). Premise 3: Y. Premise 4: Either A or J. Conclusion : Either ((J or Y) or N) or N.;1
Premise 1: G. Premise 2: Either G or (G and E). Premise 3: E. Premise 4: Not V if and only if (not V implies (E implies O)). Conclusion : If not O then O.;1
Premise 1: It is not the case that not T. Premise 2: It is not the case that (not T implies S). Premise 3: Not C and (not C and C). Premise 4: S. Conclusion : If (not I implies S) then C.;1
Premise 1: Either ((not V implies V) iff V) or P. Premise 2: It is not the case that G. Premise 3: Either B or (B and P). Premise 4: V. Conclusion : G and not B.;0
Premise 1: It is not the case that ((U implies C) or Q). Premise 2: Either not Q or C. Premise 3: It is not the case that Q. Premise 4: Not not U if and only if not Q. Conclusion : It is not the case that (U or (J and U)).;0
Premise 1: Either not P or G. Premise 2: Either not P or T. Premise 3: Either not not P or B. Premise 4: Not T and P. Conclusion : If not B then G.;1
Premise 1: It is not the case that ((X implies J) or not R). Premise 2: J and (D or not J). Premise 3: It is not the case that ((J and R) implies X). Premise 4: Either not D or D. Conclusion : X if and only if not R.;1
Premise 1: Either not Y or not not not E. Premise 2: If not E then not R. Premise 3: It is not the case that Y. Premise 4: (not Y implies Y) and not E. Conclusion : Y.;1
Premise 1: Either U or (not U or I). Premise 2: C. Premise 3: Either C or not U. Premise 4: Not not R if and only if I. Conclusion : Either not not not C or U.;0
Premise 1: If (W implies not H) then (D iff N). Premise 2: If not not N then (not D or not W). Premise 3: Either D or not (W or W). Premise 4: It is not the case that not (W or W). Conclusion : If not D then W.;1
Premise 1: If not not A then (X and O). Premise 2: If A then (O implies not J). Premise 3: J. Premise 4: O. Conclusion : If A then not J.;1
Premise 1: Not H and not not H. Premise 2: It is not the case that Y. Premise 3: If not not not D then P. Premise 4: Either D or P. Conclusion : It is not the case that Y.;1
Premise 1: X. Premise 2: (not C and G) if and only if G. Premise 3: It is not the case that (X or G). Premise 4: It is not the case that G. Conclusion : Either (G or G) or (not X or Q).;1
Premise 1: R and (E and not E). Premise 2: Either not H or R. Premise 3: It is not the case that (not E or E). Premise 4: If not V then E. Conclusion : H.;1
Premise 1: If not (D implies X) then not D. Premise 2: It is not the case that not not P. Premise 3: It is not the case that ((P implies not P) and P). Premise 4: It is not the case that P. Conclusion : (P or D) if and only if (D and D).;1
Premise 1: It is not the case that B. Premise 2: X and not not not G. Premise 3: It is not the case that not X. Premise 4: Not G and G. Conclusion : It is not the case that (G implies G).;1
Premise 1: W. Premise 2: It is not the case that (R implies C). Premise 3: It is not the case that H. Premise 4: R. Conclusion : R.;1
Premise 1: It is not the case that (I and V). Premise 2: It is not the case that I. Premise 3: Not I and P. Premise 4: It is not the case that (not P implies (P or not E)). Conclusion : V.;1
Premise 1: It is not the case that (B or (P implies Y)). Premise 2: Y. Premise 3: I. Premise 4: Either Y or P. Conclusion : If not Y then not Y.;1
Premise 1: If K then K. Premise 2: If K then not (X or R). Premise 3: Either (R or K) or (R or R). Premise 4: It is not the case that (R and K). Conclusion : Not not B and K.;0
Premise 1: Either not B or not B. Premise 2: Not B and P. Premise 3: It is not the case that (not B and T). Premise 4: Either (T or I) or I. Conclusion : T.;0
Premise 1: It is not the case that E. Premise 2: If (not R implies T) then J. Premise 3: It is not the case that ((not J or E) or R). Premise 4: If E then T. Conclusion : If (J or not not J) then T.;0
Premise 1: I. Premise 2: V. Premise 3: P. Premise 4: P. Conclusion : (B or not B) if and only if V.;1
Premise 1: It is not the case that (not V and V). Premise 2: If not O then not F. Premise 3: It is not the case that G. Premise 4: Either F or not F. Conclusion : Not G and not G.;1
Premise 1: Not N and not Y. Premise 2: B. Premise 3: Y. Premise 4: It is not the case that (not B or (not Y and Y)). Conclusion : N.;1
Premise 1: It is not the case that (C or (not C implies not J)). Premise 2: Not (C or not O) and C. Premise 3: V. Premise 4: It is not the case that C. Conclusion : V.;1
Premise 1: It is not the case that U. Premise 2: Either (C implies not C) or U. Premise 3: H. Premise 4: Not H if and only if U. Conclusion : Not P and not P.;0
Premise 1: C. Premise 2: Either not O or W. Premise 3: If not C then (L or not W). Premise 4: Either not not W or L. Conclusion : W.;0
Premise 1: Y. Premise 2: Y. Premise 3: It is not the case that J. Premise 4: Either (Y implies J) or J. Conclusion : (Y or not J) and (not O or not O).;1
Premise 1: Y. Premise 2: If G then (F implies (Y or not G)). Premise 3: It is not the case that G. Premise 4: F. Conclusion : Either (Y implies F) or F.;1
Premise 1: D and not J. Premise 2: It is not the case that (D and not D). Premise 3: Either not D or (Q iff not D). Premise 4: D. Conclusion : (not D and not D) and (W and Q).;0
Premise 1: It is not the case that Q. Premise 2: It is not the case that G. Premise 3: (V iff V) if and only if (V implies not V). Premise 4: Either (D and not Q) or (not D iff not D). Conclusion : It is not the case that (G or V).;1
Premise 1: If not R then R. Premise 2: It is not the case that (not Y or Y). Premise 3: Not R if and only if not F. Premise 4: F. Conclusion : Either (R or (J implies J)) or Y.;1
